uid	iids
785	5980,5373,4397,4946,4972,7192,6936,7211,4983,20020,7115,6908,7569,3888,6250,8016,353,8247,5103,5109,9201,9232,9122,8745,5093,9964,9964,5087,10278,10278,5098,10053,10053,11007,10513,10513,10921,4366,5900,11248,11582,5106,3867,5502,98,10524,10524,11472,10919,12085,11564,17381,769,11756,19975,11887,12846,12794,13189,13359,14623
786	4307,4386,4410,4696,7593,9818,9818,10052,10052,125,142,148,289,539,587,1542,2181,3263,3546,3918,4016,4318,4329,4367,4582,4725,4935,4942,4967,11056,100,3175,3482,4333,4715,4902,4893,6056,7341,8706,10605,10605,1782,2263,2407,4346,4362,4577,4864,4885,4907,4923,5702,7370,7505,9362,9791,3183,3922,4724,4952,5627,10841,10841,155,176,651,1752,3871,3867,136,1241,2009,2239,2940,3335,3406,3426,4105,4353,4421,5440,5575,6091,1412,2057,2296,2805,2835,3338,4399,4879,5355,5519,11261,11497,11494,11661,11780
787	315,1035,3435,4167,7105,12550,18247,186,4167,9500,10515,10515,11310,15798,18671,5045,11793,17600,9808,9808,7649,2814,3129,18700,19840,552,18148,19290,20232,16552,19967,20509,17409,5048,485,5355,18936,564,6615,20344,13984,20520,544,737,19850,3179,9383,13669,7896,203,1031,1902,18955,3052,5383,6353,12385,13781,19176,18381,11756,19975,194,4939,12100,14461,15069,19886,16291,4043,11798,2233,11972,958,1116,10716,18906,19837,15768,599,2860,3369,6687,14808,20541,11493
788	7478,10688,10688,1821,9933,9933,3065,102,757,874,959,1854,4930,5683,6419,7441,9205,1360,1513,10613,10613,8962,6451,1442,9478,13946,222,931,1188,1551,2406,2683,215,3044,5297,8827,741,11485,2021,7159,1181,1583,1707,2732,8161,15415,13362,2913,14866,670,4098,4991,16409,6764,7417,8527,12515,15635,6284,7647,12324,3782,11743,3906,1478,2852,20677,10725,10725,11455,14868,2254,180,748,9046,3819,3936,14439,15290,17989,12029,688,13814,14771
789	2237,317,3012,3063,7279,8992,6078,5042,5084,13932,16346,17332,17687,17818,14804,671,5383,3789,8511,11079,18092,18096,13077,19216,17523,99,2603,16987,18095,19171,11485,14068,3209,8059,16338,13390,14805,17939,3599,20677,11022,134,8859,15046,15957,16084,16639,16964,18860,19944,11498,17605,17738,10304,10304,14737,18647,7354,12842,14779,14806,16634,18201,20672,4034,19311,9479,13362,14792,14810,15088,15218,15640,15845,18644,19427,19534,19591,19642,20127,20405,6638,9032,17685,11491,12370,16483,19974,9563,13360,13621,13772,18685,19193,20168,7082,9466
790	1933,3688,11069,2406,5295,3613,11213,4356,4180,4612,5396,1307,291,2649,4272,679,2419,560,1709,4819,544,5685,6908,5032,6891,3860,7887,3207,5991,5408,267,236,990,5812,7850,879,5400,599,11521,3220,1633,10849,10849,14813,16978,637,1930,13312,15923,16248,6236,10774,10774,14505,11808,5506,13198,12311,16785,18715,10213,17037,12081,7455,12620
791	4722,16857,1243,679,1397,1460,1678,14678,3316,1440,11416,16259,2729,1232,2184,4547,5042,1470,17434,1472,1416,228,20454,5227,3191,505,653,3446,16079,5948,847,10466,10466,15828,15333,12246,9423,10820,10820,5898,3339,4436,17663,17886,17901,13427,1434,15259,290,1245,741,11375,356,3955,18146,9720,18623,13065,220,3180,4098,11769,5338,2586,2882,4319,9236,1877,1595,7514,4533,953,6908,8395,565,8133,9711,6483,2888,12934,2326,13630,18443,3125,5143,7268,6041,3893,18131,16576,7192,1799,925,15459,2938,19161,113,2372,2538,17364,1518,3200,11844,19461,15861,6452,9074,2517,12591,19599,573,17828,891,9894,9894,17809,4257,103,3431,1780,11954,12680
792	3686,3552,9051,15873,16051,19569,103,598,3358,16346,16549,12919,113,3049,4615,5054,7073,7354,8886,9535,11969,13145,14270,14785,14790,14802,1790,1965,14497,18542,18602,8859,9235,13931,14806,16556,16634,19079,511,5787,6572,11395,4307,8353,11357,13930,14799,15640,12270,17856,7214,17105,2622,12109,15902,19595,12018,5933,11780,7331,7372,9397,15142,17139,18813,184,16625,18738,2796,14242,18980,142,6672,7870,8902,18657,19456,13097,4434,5686,13190,16825,18040,18670,2023,6895,7320,7416,17215,294,13630,14815,9628,2389,10459,10459,16553,8913,11641,6691,9833,10517,9833,10517,11130,12505,19752,20086,20184,583,5383,757,1825,7363,4998,5541,19888
793	8879,644,866,1797,2022,2916,4939,5056,5106,6776,7735,11793,12083,12368,12825,12975,14270,14338,14806,14987,16634,17001,17191,17378,5037,5048,6791,7008,7448,11000,17580,19232,4910,15831,16658,12278,12794,19534,752,3207,6790,8609,11157,262,17144,1241,3114,19507,4849,11609,16365,17865,4995,11763,13670,15104,15217,15832,18738,19813,20037,20224,1790,2023,2515,2796,4053,6878,6959,8730,9777,11112,13582,14788,16161,17276,17652,18740,19927,20013,20382,20389,3937,8827,13213,14320,16563,18963,104,184,260,637,651,1313,1449,6309,6328,7952,9217,9660,10205,10205,10934,12088,12550,13102,13269,13420,13648,14347,15882,17077,17255,18458,18994,19769,19790,20368,10375
794	17430,6318,15952,14530,10863,10863,5095,145,2397,6906,13500,13770,6526,6710,17693,16061,14788,15883,18830,5492,14868,11630,14826,17819,17567,18168,4159,4341,4402,1139,12499,19592,817,17282,19174,16900,4091,2320,19719,17158,104,15884,14263,19738,20171,17074,18602,20007,12420,18162,20306,1313,3711,12495,19887,1500,16318,2910,20122,20168,3619,7106,5332,12082,16963,11543,20495,2205,19302,12911,851,8200,6022,7051,5748,5572,20271,10482,13419,13154,18988
795	974,11767,5597,6693,11445,19650,1268,3447,13080,14126,814,936,8558,9832,10037,10073,9832,10037,10073,11097,11394,3006,3868,3894,9446,12088,14604,15729,20164,2828,2556,11478,14843,15987,15995,1577,7551,10566,10566,12216,12731,14007,14561,14761,15900,15906,16060,16720,16882,16993,925,15754,16452,16473,17308,2482,7763,15856,17217,17249,7887,125,18101,14380,13170,17754,17153,17756,2312,6305,8856,104,3177,17753,792,3820,4294,4476,4648,11938,15210,7340,10059,10059,16973,166,652,2475,2846,12027,14661,14948,18916,18977,272,769,2850,4075,13043,13386,5917,959,16579,19471,2428,13452,19669,19911,19990,20369,7385,7393,7605,20258,3398,4123,720,1407,3249,4087,4447,14201,20396,16347,18901,3152,3888,16892,2547,19590
796	2049,9143,11685,12232,13132,13824,1622,13105,1193,1364,2249,2565,2901,3453,5744,6017,6403,7113,7334,8060,8272,8471,8539,9264,10758,10758,10938,11678,11919,13209,13221,14091,14319,14470,16215,4122,336,5617,5021,8230,9073,9304,10278,10278,12298,13322,13586,14009,15679,16133,16210,19538,13292,5253,7074,11557,15712,814,1311,1473,1889,2226,2817,3859,3937,6310,6431,7786,8357,8940,12648,14462,14464,15022,15023,15652,15852,6330,7941,9638,16267,17022,16874,104,6972,7734,8293,9085,9914,10744,9914,10744,11514,11679,11688,11696,11963,12199,13502,1314,1360,9478,12248,15257,17043,17316
797	13778,17822,15201,15198,15212,15136,15009,1164,9262,2893,394,1567,15260,15202,6521,15243,15230,14795,15612,15618,11108,15629,2218,14941,15404,16029,15922,16030,16010,16142,16441,16171,15643,14783,6084,104,14708,17296,17600,16859,16649,6872,17963,7561,16117,18820,18954,18731,19410,19357,15324,19550,19606,17779,19736,19951,20312,15179,17126,20119,18390,1776,9378
798	3970,6970,802,104,2358,7967,7836,7987,1806,4995,20224,5056,10441,10868,10441,10868,544,544,3189,2182,16175,17100,7283,2457,4368,5036,17808,2327,4198,17882,18387,17393,18309,564,174,1715,627,181,8865,19102,17032,17196,10303,10303,14313,151,1005,11802,2780,2534,262,2881,674,14978,3278,14493,15953,16107,8841,11379,14505,19798,2949,4279
799	4177,2551,1543,6535,6808,5960,5775,6834,6825,7693,6501,7576,7786,5822,6903,480,4524,4053,8730,9777,4631,632,18679,5589,6000,8066,1344,106,1830,5895,5108,19945,5227,8139,2552,5255,8403,8497,1311,8852,2748,9012,8679,9017,9205,7425,7426,1039,4523,9176,9348,9708,9921,9921,3096,5817,8752,10256,10256,11214,4019,168,5895,11660,11938,3620,12066,9325,9761,12624,12636,1884,13238,19394,8501,11411,13856,6560,10017,10017,9041,15340,10225,10225,797,16784,15083,16607,17981,10954,18376,16016,6041
800	618,2921,5235,6445,1494,1820,9470,6383,11434,10519,10811,10519,10811,5443,11614,6367,11811,11823,7662,11907,11730,11152,11145,11947,2600,12792,9234,11135,12644,12618,6272,12804,13049,7031,12852,13588,13503,9669,12870,13463,107,14243,11147,13671,13126,5597,19650,16805,16541,16779,15497,19809,13772,15749,16684,18261,17023,17757,17685,14598,18418,16689,18441,18666,17939,17098,15736,18307,18699,18633,3897,18577,19365,3389,19418,14133,15756,16779,18754,19993,19342,19412,18887,18320,12155,19829,20082,18436,20163,10010,10010,20317,20013,20389,20165,19738,15898,20291,20390,20492,19471,20198,2925,20315
801	188,196,9217,10422,10735,10422,10735,15126,1750,1944,2273,3207,3820,4294,4379,4902,6196,6884,6884,8548,9692,10107,10107,11112,12455,12763,13591,14799,15935,16620,14942,9466,14827,15695,14979,3311,3326,13406,15876,12966,15883,3800,635,13896,5030,15463,4587
802	9927,9927,14344,16489,16490,15745,16044,16549,5457,10187,10187,13714,109,1416,1614,1889,2350,3355,4736,4864,4988,5073,6804,7494,7518,7737,9466,9601,10509,10509,11494,11497,11973,12993,13422,13621,13781,13797,13857,14775,15831,16658,16661,17249,17486,18037,7908,5242,1891,3838,13125,15534,16133,2237,3271,3691,3695,5338,8242,9899,9899,12271,14827,15695,16215,17158,20205,7803,5025,14946,15698,16643,570,12269,12543,13351,15398,17981,18018,18143,10919,11563,13065,18831,18977,18272,8059,17870,19262,18386,18389,18404,18647,18833,18860,19216,4749,9331
803	11521,2692,1699,3156,9849,9849,15402,13932,11517,126,2603,14803,14422,2982,4111,16241,1999,4471,4607,4800,6007,8655,10194,10194,11523,10354,10818,10354,10818,12403,12300,294,1916,615,10210,10210,15061,13842,4699,15757,9480,11819,12878,13627,13733,16097,3547,7298,8966,10907,10907,16247,3031,14177,14544,10808,2114,3421,14628,15795,8870,11712,16182,383,648,1326,289,9721,14945,8851,14377,14614,16436,3211,9977,9977,145,6739,14877,17834,6320,9002,9664,12619,14395,15535,4499,7213,7641,10306,10306,11326,14209,14890,17037,17523,17619,18050,3066,3802,4201,6035,6797,15694,15593,110,426,642,646,3597,4831,12710,17724,18183,6491,11799,12005,17706,18864,6802,11586,15859,17417,18259,18524,18635,19056,19060,19148,12262,10227,10227,15834,15902,18694
804	6614,2767,3423,5615,8992,5093,9648,10320,10320,9916,9916,5980,10168,10168,10921,10628,10628,11485,11756,11486,11353,11880,11941,10919,12405,11746,3816,8893,12708,4042,11927,11185,12850,12815,13018,12526,1535,11498,12205,2554,13126,13189,13067,3311,3326,3416,4144,12272,13203,13623,4706,10110,10110,1637,12871,8098,12511,11559,12785,14868,13848,13205,13620,14357,13688,13640,13926,14766,13857,14979,14136,13767,14166,14830,4960,2089,317,14141,15127,14643,15552,6757,14488,15398,12100,15638,15376,15753,12478,16209,16608,16726,17635,17110,17421,17619,16545,17332,17560,17818,18180,17819,17105,18269,18668,18899,19011,19591,19642,18986,15640
805	2993,4621,3520,1066,4285,4027,3791,4799,5491,5489,3937,4318,4804,5111,5672,5373,5622,5626,4894,4875,6235,4280,6378,150,4856,6919,7326,6414,10928,1377,2567,4363,2817,3493,5703,6591,5545,605,8331,8187,7166,4979,110,7442,6504,4563,2139,10605,10605,956,7808,3871,3123,3145,11486,12244,12849,5010,2121,11498,9273,12846,192,3275,13200,13077,13930,13637,4358,6904,1657,13638,15901,14525,17327,1418,12763,17000,3680,18424,18308,16546,15638,17110,3802,8759
806	869,142,1399,1471,806,11325,821,641,4124,4163,3484,2926,3412,795,1756,3966,4366,3381,3868,6382,4775,14070,15000,359,15830,15884,16177,16232,16362,16403,16484,16607,16608,16623,16669,17032,17068,17095,3861,6447,6487,13932,14452,14814,14819,14940,14948,15350,15749,15895,15929,15930,16061,16209,16215,16346,338,9441,12199,12198,13421,13636,13638,13647,13891,13923,13930,13971,14085,14136,14226,14489,14558,14643,14707,14714,14768,14781,14799,14868,15024,15104,15127,15162,15168,15218,15305,15398,15440,15487,15492,15560,15579,15638,13646,14696,16544,15080,7354,15838,16958,17619,17745,20513,11361,15333,17110,17445,17600,17716,16174,16545,17239,17493,17499,17592,17635,17332,17221,17818,17082,17808,17238,17735,19058,19214,19366,19342,19412,18936,9601,9602,15816,19404,7775,14619,18846,19121,19201
807	13785,4434,7832,4761,5401,6012,6284,4363,17829,4933,13216,7593,10320,10320,12516,9304,13325,14283,13018,15543,19365,587,1061,1870,18363,212,210,539,1316,1005,2169,6017,13067,19089,4362,6403,6794,951,12082,343,3451,5834,6791,7008,13370,14597,14790,16365,7417,16715,19130,6507,3063,111,2803,3648,3868,4238,7354,14806,16634,752,1213,2161,4840,6884,7126,9385,11600,12159,12499,15957,20043,113,511,525,869,2256,7505,12922,13489,14777,19056,19060,19148,19899,3575,5929,719,4941,5077,5566,12842,13189,14338,14795,16892,17378,4994,13126,13857
808	3588,266,1497,618,5235,555,1799,3662,11209,4298,518,11422,6884,938,962,4375,5597,19650,13310,242,9119,9224,1188,4953,3789,19133,8992,10605,10605,5534,5040,12370,623,18198,17733,5772,14312,18846,14489,6476,14608,19634,12783,3412,14643,111,288,9044,518,5373,2758,20086,19701,1547,19960,17605,20443,5804,8230,19647,5029,5338,20043,10047,10047,2331,19590,14940,13363,15854,336,6385,12518,5570,16315,16215,18218,246,20192,158,5812,1149,4206,2514,18711,10304,10304,6572,5396,10953,10875,10875,13288
809	3312,3776,8534,12424,12760,13842,15316,16077,17379,17574,18715,18791,18799,18802,2155,2613,4046,6150,7544,8340,8814,9019,9561,10066,10248,10352,10362,10066,10248,10352,10362,11317,11583,11694,11864,12379,13871,14364,15189,15597,15642,16487,16654,16883,16884,16930,17442,17858,17946,18254,18329,18359,20475,867,1348,5136,9256,17884,19396,20411,17043,1233,3054,8943,9012,9455,9691,12162,12226,12638,12999,13589,14658,15117,16259,18371,3978,7441,8888,18935,1836,9306,9439,2597,11693,19091,1975,14753,19371,19552,112,313,1565,2748,3674,4577,10247,10247,19208,7357,695,2244,4379,6196,7277,8548,12756,16839,19207,906,1347,9766,12316,18070,2355,12430,7113,12339,20115
810	16215,14946,694,16549,16639,16395,260,14913,16160,1547,16545,4328,2860,11564,17381,17221,13275,15654,17635,17158,1154,2051,2572,2843,17660,5017,16544,1313,18004,155,2919,3236,5217,485,552,15350,7541,14795,4706,10110,10110,3239,5084,13159,17491,854,17387,9217,15843,5534,14076,18860,18268,18273,18986,18644,6350,5838,18798,18997,18936,19214,18882,17864,1408,2969,5355,10750,10750,3599,6749,1054,4568,14505,19065,19804,19264,214,285,7987,1305,758,9607,387,7635,8042,5530,20375,1164,20017,651,248,19807,9322,5169,3228,9816,9816,1394,223
811	13772,13927,14897,14929,13687,15024,13773,14623,15534,14795,14941,14783,17032,16856,18189,17817,17818,2935,18436,10842,10842,16326,443,18269,17309,12794,11300,11389,12550,12276,17547,18646,2220,16818,16098,17682,116,13679,11919,17107,13361,18916,14796,13637,11609,13456,12390,18861,16962,18829,18881,20086,18994,20509,20503,20536,19733,6930
812	112,242,650,2508,2843,3651,3657,3861,4995,5524,6857,12908,13919,14000,14805,14810,14947,14940,15072,15153,15402,15949,16020,16097,16127,16146,16807,17221,17255,17523,17610,17660,17962,18090,18226,18279,20224,16062,17032,9765,14642,15839,17711,2195,15950,17497,18178,18425,16556,14881,16084,14819,15895,188,1957,5013,8363,9344,10936,11023,11972,12327,13216,13920,14315,16177,16245,18231,962,17219,8059,18357,18887,18941,3802,15653,15843,8346,7354,18647,18657,18861,19456,16788,16233,19367,18813,18882,18980,13909,19337,19534,19590,20201,20328,18908,16558,17547,18968,19652
813	2014,4202,8146,8029,10439,10519,10439,10519,2475,2739,5416,5982,9038,11065,2624,3428,7981,1610,9162,12018,8187,8218,4401,2291,12027,6243,11629,11968,13052,6660,7038,13043,12842,9110,9792,3339,11640,5408,14726,1271,13823,14809,2166,3129,6745,12590,4387,4425,5120,6361,10584,10584,12846,14105,112,1417,6047,6055,8326,11058,11246,13639,12089,1497,6331,12919,16652,13448,5632,10998,10135,10135,3493,5009,5703,9905,9905,14311,14640,11112,20382,4810,17397,14781,15222,15024
814	711,111,695,2814,2913,3304,3589,4218,2708,3041,3204,3307,6847,10524,10524,11472,1659,356,9832,9832,11394,1655,7062,344,955,5084,1279,5787,716,594,1855,11673,2488,507,1369,11092,3301,6537,1675,544,920,2268,10203,10203,8311,11801,3268,11069,7362,6480,12254,5453,3376,2054,12118,11635,11879,11445,11876,12721,5636,8882,11112,20382,12301,2816,441,12989,6602,16624,10981,14217,14371,14143,2233,15243,15594,3913,3644,16192,17138,8897,11556,14529,4613
815	6655,882,14810,15935,6687,1294,3859,2047,1415,8859,7354,13785,2908,2216,618,5235,13509,19674,9960,9960,16545,2947,14820,17088,1483,1472,1178,2377,2347,14495,663,2350,554,14663,15350,16689,16484,1750,556,17869,113,642,20195,2515,5074,16892,637,11259,19011,14868,16133,16575,1051,3081,1982,11155,15843,13930,10820,10820,196
816	8196,2781,10184,10184,168,7497,3858,12768,12986,9446,20164,2251,13077,11564,17381,11498,1902,12743,12055,6441,10894,10894,170,5087,15115,12914,5653,1889,14662,14817,4383,15704,15932,8754,9988,9988,13423,8885,7448,16210,3207,15954,6382,14708,12103,15970,158,4325,15636,767,19247,18986,15466,11836,13019,13004,15916,3097,10101,10101,18159,12258,113
817	114,161,165,192,249,352,355,488,886,920,955,1747,1796,1924,2597,2585,2928,3114,3156,3355,3687,4046,4422,4619,4939,4995,5355,5560,5627,5641,6470,6904,7383,7588,7636,7846,8444,9276,10024,10098,10616,10677,10750,10024,10098,10616,10677,10750,11112,11397,11422,11575,11661,12318,12812,13413,13916,14372,14466,14551,14797,14804,14812,14825,14882,15080,15158,15443,15635,15816,15830,15841,16395,16559,16607,16615,16667,16833,16893,16969,17098,17667,17716,17795,19507,20224,20382,11815,14495,2151,3224,3820,11968,12672,13626,14464,14828,14870,15653,16231,17572,18644,18906,18983,19031,155,3006,7263,9460,10664,10664,13224,13584,15371,18758,18986,16212,19002,18780,18518,19858
818	3874,5534,1891,8901,10068,10068,10196,10196,10620,10620,10462,10462,11226,11121,10711,12102,4007,13502,13930,14070,14255,16545,17592,17819,142,1464,3247,3446,4427,4434,5040,10990,12424,12647,14461,15151,16342,16559,16987,17082,17610,17619,18152,2585,3883,12340,15935,17085,17644,17660,18083,575,1572,3788,6848,7666,11756,12941,13679,19975,3779,3303,200,9822,9822,15833,157,15955,17635,16347,17705,2230,938,1112,4840,6884,9446,14718,17103,17341,20164,3868,18298,3179,16547,17687,18419,18672,17621,18436,7528,18992,5941,16279,18024,18986,18312,19056,19060,19148,548,18885,14226,15067,19095,18292,14171,19157,18750,19078,17870,14946,16807,18273,113,511,869,1397,3328,10820,10820,1285,2796,11882,12015,13772,1957,18786,5082,19229,903,18916,18424,3691,3695,18908,5000,1215,17219,19554,6153,8071,9139,12086,19590,19628,3671,19825,20306,19997,20111,20159,20222,20271,1807,4868,6106,6612,6794,6999,9045,12475,20201,7190,19203,20522,7214
819	5607,3301,2296,5701,6035,2791,5939,4775,5005,7341,2860,5680,7547,7862,3982,4210,6379,5628,8872,7361,5647,136,8795,10605,10605,6050,267,1027,6872,5165,8739,10354,10354,8574,8764,10061,10061,1925,2313,5023,10659,10659,2916,10722,10722,11812,11480,11728,8529,9120,11241,11737,11848,10919,11610,11240,13497,234,10670,10670,134,9024,10250,10250,11745,11748,5114,11739,4283,4284,4862,11922,3869,6802,10490,10490,6366,11849,11902,2647,12244,10482,10482,4028,8036,12612,5010,2240,387,5083,9618,5076,11286,7787,139,11803,3416,4144,6563,6602,12756,13084,12708,12829,12647,13027,11623,4995,20224,12927,13102,5084,13120,7150,10180,10180,13679,13445,13201,12537,11254,1941,13204,13807,9771,13621,12941,13806,115,12075,12350,6353,3976,14623,14039,12105,2781,14299,13626,836,9912,9912,14376,10295,10295,13757,14376,12908,14376,13825,9029,11310,14279,14158,14402,7437,4338,12258,14213,9500,4677,15187,10511,10511,13339,1572,4725,10350,10350,3876,13733,3707,15441,14929,13278,14796,2097,401,15484,13865,16245,8444,3731,16107,16461,16547,16396,16608,14826,340,4916,16646,16517,16651,14987,13559,16086,13135,17206,17188,17054,15465,17023,17909,15061,16607,17228,16960,13776,2715,13929,15448,17196,17893,16417,3262,6497,14872,12278,13930,16500,18294,14380,13780,7952,13923,2221,2892,1936,1753,6229,13082,12025,14696,3893,17863,17950,18090,17915,18311,2319,1750,12748,227,14744,7665,8059,18243,15951,18671,16344,19074,17605,18850,663,17660,13351,18590,15843,17425,17619,17882,18082,19052,10479,10479,19902,20099,16056,17769,14953,11564,13797,15841,17381,18138,19856,20150,18760,20003,2515,4776,2515,19215,19850,10858,1460,14678,13428,18866,14783
820	5266,10497,10497,3049,5300,11107,10732,10732,9807,9807,8713,6911,4153,11330,1959,11735,12784,497,13895,13854,14646,14493,12045,15573,16372,14494,16030,15539,16514,12035,16232,8132,16987,3526,14714,17363,4308,4690,17389,17389,17452,17052,17755,16828,17338,14124,17261,18419,18917,18914,17971,17971,16920
821	5043,9273,1854,4930,9213,635,9201,10320,10320,11255,187,10512,10512,11417,10519,10519,5126,11488,11488,8831,12040,3416,4144,2971,275,1476,12301,11984,20514,212,12528,4356,2377,9446,20164,11907,1952,13067,869,272,13386,10981,3588,13662,13044,9201,3859,12871,4926,13772,4243,14103,3662,5463,14454,3838,2752,13232,5029,5064,1934,13810,15322,113,13417,13419,13646,242,3199,4961,4375,15667,15706,5029,14779,12200,12499,13145,4329,17109,1790,177,4598,6430,5386,13022,10058,10058,821,17635,16559,13002,343,15306,4349,17942,19975,7593,2885,17588,15901,12209,3249,12135,19072,19889
822	5109,8782,5040,9221,9325,3328,9868,9868,9795,10392,10392,9752,10519,10519,10946,11886,11882,12015,12001,9242,11954,12137,12057,4151,15239,12607,12644,12785,12724,12618,12986,13067,13022,698,4181,12845,11224,2744,13128,12662,13122,13245,3342,12997,7031,10608,10608,9282,9729,3859,12478,13846,14187,13663,6119,13364,13965,9392,14102,14414,12787,14084,5704,6275,14719,13967,14192,17017,14576,14558,14892,14714,15105,14868,8758,15024,15154,15058,14603,113,13611,14488,15245,15115,13773,14085,15138,15306,14343,14925,13263,15168,15626,15545,15667,2547,11489,14764,14463,15375,15750,15869,16012,15868,15892,15850,15867,15929,16080,2269,16244,15112,16148,16252,16460,16550,16806,15952,15898,15749,516,16508,16683,15992,16362,15973,16331,16623,16530,16754,3381,16546,16359,9882,9882,16235,16656,16402,16742,17013,16829,3177,16403,2261,17430,9167,17012,17048,13805,17379,17386,4460,10098,10098,17503,17321,17434,11422,17110,17240,16707,4888,17167,17239,17677,17592,17689,3114,19507,17808,17937,17789,16559,16541,17085,17754,17754,17211,17335,15283,18164,17890,14133,17905,14766,18262,18261,18208,17433,16125,14935,17757,17760,17011,14361,18709,15606,18362,16343,18470,18933,17343,18062,18885,18900,18474,18991,18722,3897,18604,19081,19077,19307,19167,19235,19143,19366,19404,19450,19401,19316,19403,19471,19559,19583,19466,17889,19430,18577,19575,19519,19520,19116,19163,19351,19543,19512,19635,19701,19658,19777,19811,19568,19137,19472,19365,19723,19830,18701,19800,19587,19796,19761,19968,316,19895,19986,20081,19929,19960,20225,19829,16573,20258,20200,20141,20251,20309,487,20317,20253,19435,20408,20446,20461,20376,20459,20093,20377,14583,20421,20065,16535,15135,851,20198,275,2767,3423,4758,2885,19993,20640
823	13429,13930,14871,14465,623,14924,13934,14964,113,11621,15178,15102,15247,15279,15246,15398,14896,15394,14791,3863,15447,14785,15590,11421,15475,14777,1326,14809,14795,14941,11426,15491,15613,2547,4645,14309,15321,15660,12827,14786,15624,14320,15696,15719,174,14467,15721,1407,14826,16347,14948,15743,14947,15570,15806,15942,338,15688,14833,16095,3868,9901,9901,19604,16050,14831,17212,15153,15640,18279,16098,16159,16105,16263,16331,16209,6884,16109,16184,14814,16342,15194,17339,16448,16006,11158,16896,16913,752,2713,16795,13948,16256,4839,16612,17202,17165,15652,16607,2261,17269,16557,19690,16317,17444,17393,6538,17098,2181,11422,17079,17559,17512,17537,17592,17691,17716,5942,17105,3802,17952,17944,8994,16189,17913,17918,18139,18171,18322,18158,17709,835,18345,7773,18248,18457,3006,10800,10800,18588,17880,18748,18949,19025,19096,19195,19199,19281,19414,15902,19404,19595,19005,19515,19487,19504,19890,19919,18973,20109,19999,20000,19259,20116,20091,20240
824	2725,221,5056,6887,3613,11213,9001,5103,9090,9051,3916,2029,7172,1913,6612,7027,7359,4913,8167,6771,7126,7317,5795,7926,113,1787,10036,10036,10724,10724,4111,9888,9888,11730,12001,12135,7456,9625,3064,6762,1486,6649,7458,6602,5051,6968,13359,8885,13360,8024,13245,12378,4900,11131,2400,13588,12852,12405,13122,2767,3423,14313,8534,15104,9790,13528,10822,10822,314,5027,5896,9679,17100,11178,17669,14441,5480,15127,5429,1931,8232,12036,9169,1610,7961,8941,11346,10633,10633,6507,5092,10896,8353,17696,5891,8066,1592,7387,9687,1268,17697,16416,18335,7050,8316,16639,19092,13502,1658,16544,17808,1213,17178,15070,8192,18086,7120,12520,11492,2567,13650,3521,5043,4998,6333,4917,431,11782,9466,5539,5966,9408,12201,17685,9527,12209,272,13386,14940,13264,3588,15024,15955,3888,15398,10053,10053,15168,14488,17085,15749,14948,8992,18480,2230,10976,12370,14493,8886,9535,4909,18303,18633,11943,14837,6262,6893,6656,7290,16512,7786,7128,18846,2786,18926,13701,11486,18309,7601,994,3620,6809,915,13048,8539,17619,7517,6809,1045,1090,20327,912,6811,10166,6816,6736,5794,4868,16998,6702,8848,8998,6796,7388,12461,231,1925,18705,534,2952,1759,17695,5955,7629,9365,9590,15007,7643,4045,6548,7056,14123,17993,20679,18012,19068,7629,7970,10041,1597,655,9896,1956,11386,1923,9773,6781,13526,488,15027,8180,15035,4961,12768,547,19835,11002,11864,17684,19997,20095,18999
825	3977,3754,4708,3870,4163,2981,2314,3972,4345,4856,4983,6328,20020,5036,3591,8950,5939,191,795,2834,4786,962,1340,3305,6538,5013,8363,8759,3499,5744,5474,113,3540,4313,5550,4373,7528,5069,7813,8977,9063,9233,9119,9144,9000,8605,9119,9132,8112,2241,3154,4558,7828,5080,5006,7348,8230,9321,8460,336,5683,8858,5059,9624,4943,5063,1119,5023,8641,1871,2975,8580,1241,2047,2174,4992,6202,7505,1803,5980,7831,7740,9844,9844,5058,9869,9869,10045,10045,9860,9860,4735,9261,5062,6331,7252,6856,9100,9946,9946,10142,10142,2026,2891,7306,170,8943,10026,10256,10026,10256,5098,10536,10536,9275,1913,3015,4900,5073,5518,10058,10411,10058,10411,10077,10077,6612,9743,10522,10522,4381,7050,3867,4083,5443,6591,7521,8498,8983,10495,10495,11653,10060,10060,11319,2723,13497,11631,10581,10581,9883,9883,11415,11882,12015,12024,9446,20164,11557,11562,12209,10969,13256,13325
826	1911,3287,467,2389,2737,2317,210,250,598,3657,5160,1019,1923,4223,605,2473,3073,556,1649,1951,5621,1508,2990,2225,5158,4206,1315,4305,914,682,3395,3241,5575,4810,4893,4329,1067,1655,2141,3657,6106,3766,5795,3412,5897,841,5000,4069,18058,6415,4898,4381,1601,8068,6239,6535,980,2552,511,4200,4286,4877,6672,738,6700,2616,1557,1807,1790,8071,2260,17940,6794,5182,3169,6310,6693,4876,7251,7318,4876,7464,7381,3919,1340,113,2637,504,7825,7514,7666,7600,4701,7126,7403,1285,2870,1117,6421,7728,4486,7727,7882,3287,7901,7868,8129,8241,6693,6842,8491,7215,5974,5029,8626,2552,9411,9274,10432,10432,10640,10640,12014,12117
